Wrong.	違うんだ。
I 'm determined to try again.	私が再チャレンジを心に誓っています
He will be in charge of the design.	彼がデザインを手掛ける
Everyone is really happy about X.	Xを誰もが心から喜んでいる
I haven't gotten over this cold yet.	まだ風邪が治りません
Chewtarou is Mrs Tanaka's dog.	チューたろうは田中さんの犬です。
Would you please let go of my arm?	腕を放してくれませんか。
This is a condition caused by aging.	老化現象の一種です。
You must look to your manners.	礼儀に気をつけなければならない。
In the evening, I walk with my dog.	夕方私は犬と散歩する。
Where can I find the post office?	郵便局はどこにありますか。
It is not good to break a promise.	約束を破るのは良くない。
You should not break your promise.	約束を破ってはならない。
Can you walk with your eyes closed?	目を閉じて歩けますか。
Happy is a man who is contented.	満足している人は幸福である。
Don't forget to post the letter.	忘れずに手紙を投稿しなさい。
Remember to post the letter.	忘れずにその手紙を投函してください。
My mother is laid up with a cold.	母は風邪で寝込んでいます。
Mother made me a fine dress.	母は私に素敵なドレスを作ってくれた。
Try to do things for yourself.	物事を自分でするよう努めなさい。
It was dark and cold in the room.	部屋の中は暗くて寒かった。
That's beautiful, said John.	美しい曲だね。とジョンが言いました。
She doesn't care about her dress.	彼女は服装に気を使わない。
She enjoyed talking with him.	彼女は彼とのおしゃべりを楽しんだ。
She always kisses up to teachers.	彼女は先生にこびてばかり。
She has an eye for the beautiful.	彼女は審美眼を持っている。
She smiled, waving her hand.	彼女は手を振りながらにっこり笑った。
She is getting better by degrees.	彼女は次第に回復している。
She is writing a letter now.	彼女は今手紙を書いているところです。
Did she show you the picture?	彼女は君にその写真を見せましたか。
She continued her job in the bank.	彼女は銀行に勤め続けた。
She listened to music for hours.	彼女は何時間も音楽を聞いた。
I wonder where she has gone.	彼女はどこへ行ってしまったのかしら。
I wonder what has become of her.	彼女はどうなったのだろうか。
She's not in the least worried.	彼女はちっとも気にしていない。
She may not wait any longer.	彼女はこれ以上待てないかもしれない。
She runs fastest in our class.	彼女はクラスの中で一番足が速い。
She is always dressed in black.	彼女はいつも黒い服を着ている。
She is always kind to everyone.	彼女はいつもだれにも親切です。
She thought of a good solution.	彼女はいい解決策を思いついた。
I saw her coming up the road.	彼女がこちらへやって来るのを見た。
They go to church every Sunday.	彼らは毎週日曜日に教会へ行く。
They kept me waiting for an hour.	彼らは私を１時間待たせた。
They must be waiting for you.	彼らは君を待っているにちがいない。
They lived a happy life there.	彼らはそこで幸せな生活を送った。
They immediately fell to work.	彼らはすぐに仕事に取りかかった。
He put on airs in her presence.	彼は彼女の前で気取って見せた。
He never seems to grow older.	彼は全然年を取らないように見える。
He is not a man to be trusted.	彼は信頼できるような男ではない。
He is crossing the street now.	彼は今道を横切っているところだ。
He is not as simple as he seems.	彼は見かけほど単純ではない。
Does he write an English letter?	彼は英語の手紙を書きますか。
He listened to music by himself.	彼は一人で音楽を聴いていた。
He has lain there for an hour.	彼は一時間そこで横になっていた。
He died from the cold last night.	彼はゆうべの寒さで死んだ。
He acts as if he were a king.	彼はまるで王様のように行動をする。
He is the happiest man on earth.	彼はこの世で一番の幸せ者だ。
He worked for five hours on end.	彼は５時間つづけて勉強した。
He looked for them for five hours.	彼は５時間それを捜した。
He'll get there in ten hours.	彼は１０時間でそこに着くでしょう。
What he said proved true.	彼の言ったことは本当であるとわかりました。
He has been dead for three years.	彼が死んで３年になります。
It is certain that he is wrong.	彼が間違っているのは確かです。
There is little oil in Japan.	日本にはほとんど石油がありません。
Will you please show me the way?	道を教えてくださいませんか。
Please hold the line a moment.	電話を切らずに少しお待ち下さい。
Please phone me before you come.	電話をしてからきてください。
Can you take notes over the phone?	電話でメモが取れますか。
Here's to a long and happy life!	長寿とご幸福を祝して、乾杯。
I chanced to see her on the street.	町で偶然彼女に会った。
Knowledge is power without doubt.	知識は疑いもなく力である。
Everything comes to those who wait.	待てば海路の日和あり。
Try to be patient with others.	他人には辛抱するようにしなさい。
Please keep the windows open.	窓を開けたままにしておいて下さい。
I'm used to keeping early hours.	早寝早起きには慣れています。
He is thinking of going to sea.	船乗りになろうかと考えている。
You had better have gone by ship.	船で行く方がよかったのに。
The light changed from red to green.	赤信号が青に変った。
You may leave your seat at will.	随意に退席してかまいません。
Could you page someone for me?	人を呼び出していただけませんか。
Please, you can have the paper first.	新聞を先にどうぞ。
Please send us more information.	新しい資料をお送りください。
Would you mind waiting a moment?	少し待っていただけませんか。
Remember to post the letter.	手紙をポストに入れるのを忘れないで。
Reflect on what you have done.	自分のしたことをよく考えなさい。
I sometimes see him on the street.	時々彼に通り出会います。
I tried writing with my left hand.	試しに左手で書いてみた。
How is it in a private school?	私立の学校はどういう感じですか。
We came to a turn in the road.	私達は道が曲がったところに来た。
We need to review the case.	私達はその事件を再調査する必要がある。
I'd be happy if you'd help me.	私を助けてくださるならうれしい。
I took her for her sister.	私は彼女を彼女の姉妹だと思っていました。
I remember writing to her.	私は彼女に手紙を書いたことを覚えている。
I was very worried about her.	私は彼女について大変心配している。
I know that she is beautiful.	私は彼女が美しいのを知っています。
I saw her crossing the street.	私は彼女が通りを横切るのを見た。
I told him that he was wrong.	私は彼に彼が間違っているといった。
I was seen to cross the street.	私は通りを横切るのを見られた。
I was made to wait for a long time.	私は長い間待たされた。
I waited for her for a long time.	私は長い間、彼女を待った。
I don't believe just anyone.	私は誰でも信ずるというわけではない。
I have read many modern authors.	私は多くの現代作家を読んだ。
I am pleased with my new house.	私は新しい家が気に入っている。
Do I have to write a letter?	私は手紙を書かなければなりませんか。
I save what money I got.	私は手に入るわずかばかりの金をすべて蓄えた。
I am very pleased with my job.	私は自分の仕事が気に入っている。
I watched for the last chance.	私は最後のチャンスを待ち構えた。
I opened my account with the bank.	私は銀行に口座を開いた。
I received a good job offer.	私は割のいい仕事の申し入れを受けた。
I want something cold to drink.	私は何か冷たい飲み物が欲しい。
I want to drink something cold.	私は何か冷たいものが飲みたい。
I want to buy something to eat.	私は何か食べるものを買いたい。
I like listening to good music.	私はよい音楽を聞くのが好きだ。
I have money enough to buy it.	私はそれを買うだけのお金がある。
I have seen the film before.	私はその映画を以前に見たことがある。
I want to join Joe's group.	私はジョーのグループに加わりたいです。
I have waited a full three hours.	私はきっちり３時間待った。
I have enjoyed talking to you.	私はあなたとお話ししてよかった。
I first met him three years ago.	私は３年前始めて彼にあった。
I visited Fukuoka ten years ago.	私は１０年前に福岡に訪れた。
I have been learning a science.	私は、ずっと科学を習っている。
I like the music of Austria.	私は、オーストリアの音楽が好きです。
My dream is to become a teacher.	私の夢は先生になることです。
My dream is still just a dream.	私の夢は今でもまだただの夢だ。
My sister lives near Yokohama.	私の妹は横浜の近くに住んでいる。
My room looks out on the street.	私の部屋は通りに面している。
My father doesn't like music.	私の父は音楽が好きではありません。
Don't bother yourself about me.	私のことはかまわないで下さい。
Half of my class like dogs.	私のクラスの生徒の半分は犬が好きです。
Please speak to me in English.	私には英語をしゃべってください。
We shall do this free of charge.	私たちは無料でこれをします。
We were looking at the picture.	私たちはその絵をながめていた。
This rule reads several ways.	この規制は行く通りにも解釈できる。
The bank was held up last night.	昨夜その銀行に強盗が入った。
I'm feeling a little blue today.	今日は少し気がめいっている。
There is not the least wind today.	今日はちっとも風がない。
He'll become a good husband.	今はそうじゃなくても将来はいい夫に。
I'm worn out by the hard work.	骨の折れる仕事をしてくたくただ。
Give your argument against going.	行かない理由を述べなさい。
Will you phone me later, please?	後で電話をしてくれませんか。
The dog came running up to me.	犬が私のところに駆けよってきた。
Do you like to be kept waiting?	君は待たされるのが好きですか。
Your problem is similar to mine.	君の悩みは僕の悩みと同じだ。
It is no use your waiting for him.	君が彼を待っても無駄だ。
Your meaning is beyond me.	君が言わんとする事は僕には理解できない。
What are the banking hours?	銀行は何時から何時まで開いていますか。
I have no money, but I have dreams.	金はないけど夢はある。
I was too surprised to speak.	私は驚きのあまり口もきけなかった。
I will be pleased to help you.	喜んであなたのお手伝いをします。
I hope my dream will come true.	願いが現実になるとよいのだが。
The wrong time, the wrong place.	間違った時代、間違った場所。
You must follow school rules.	学校の決まりは守らないといけない。
It was piercingly cold outside.	外は身を切るような寒さだった。
Everyone says that he's a good man.	皆彼はいい人だと言う。
A fire broke out on the first floor.	火事は１階から出た。
Could you please drive me home?	家まで送ってくださいませんか。
Prices seem to be going down.	価格はどんどん下がっていくようだ。
What time should I check in?	何時にチェックインすればいいですか。
When should we check out?	何時にチェックアウトしなければならないの？
What do you do to pass the time?	何をして時間をつぶしますか。
I must save her at all costs.	何としても彼女を救わねばならない。
English is a means of communication.	英語は伝達の手段だ。
I'll be back within an hour.	一時間もたたないうちに帰ってきます。
Put more spirit into your work.	もっと気合いを入れて仕事しろ。
Mary is respected by everyone.	メアリーは皆から尊敬されている。
Everyone thinks the same thing.	みんなが同じことを考えている。
Everyone always asks me that.	みんながいつも私にそれをたずねる。
Could you keep still, everyone?	皆さんじっとしていてください。
I felt as if I were in a dream.	まるで夢を見ているようだった。
Let's take your temperature first.	まず体温を計りましょう。
Really? What's your special today?	ほんと。今日のお勧めは？
Nancy has a hold on her husband.	ナンシーは夫を支配している。
It is said that Tom has a cold.	トムは風邪をひいているそうだ。
Please feel free to call me up.	どうぞ遠慮なく電話をください。
Please put this into English.	どうぞこれを英語に直してください。
Please give me a glass of water.	どうか私に水を一杯ください。
Would you please open the door?	ドアを開けていただけませんか。
Someone seems to be calling me.	だれかが私を呼んでいるようだ。
Forget about that right now.	そんな事はすぐに忘れてしまいなさい。
Please don't speak so fast.	そんなに早口でしゃべらないでください。
Don't worry about money so much.	そんなにお金の心配をするな。
It is no use worrying about it.	それを思い悩んだって無駄だよ。
It's not a road, but a path.	それは道路ではなくてただの小道です。
It seems very difficult for me.	それは私にはとても難しそうだ。
There seems no doubt about it.	それについては疑いはないようだ。
The old couple had no children.	その老夫婦には子供がなかった。
There wasn't anyone in the room.	その部屋には誰もいなかった。
It was a really beautiful day.	その日は実にすばらしい日だった。
She clearly does not mean it.	その通り受け取っちゃいけませんよ。
Please don't open the window.	その窓を開けないようにして下さい。
The man died a few hours ago.	その人は数時間前に亡くなりました。
The women will fine the man.	その女性は男性に罰金を課すつもりだ。
It was Tom that saved the girl.	その女の子を救ったのはトムだ。
Don't forget to post the letter.	その手紙を出すのを忘れるな。
Three years have passed since then.	その時より３年たった。
The dog came running to us.	その犬は私たちのほうへ走ってきました。
We have an account with the bank.	その銀行に取り引きがある。
I've seen that picture before.	その絵、以前に見たことがあるよ。
Please think no more about it.	そのことはもう考えないで下さい。
There is no doubt about it.	そのことについてはまったく疑いがない。
There is a post office close by.	すぐ近くに郵便局があるんだ。
Susan made a dress for Jill.	スーザンはジルに服をつくってやった。
Switzerland is a beautiful country.	スイスは美しい国です。
John had a bad cold last week.	ジョンは先週ひどい風邪をひいた。
No one stops to listen to him.	じっくり彼に耳を貸す者はいない。
But everyone else is still.	しかし、他の人は誰も動いてはいません。
Jane wrote the letter herself.	ジェーン自身がこの手紙を書いた。
Please remember me to your family.	ご家族の皆様によろしく。
This should be clear to everyone.	これは誰にも明らかだろう。
This is a picture of my sister.	これは私の妹を撮った写真です。
This is my best work to date.	これが現在までの私の最高傑作です。
Could you take me to this seat?	この席まで案内してくれますか。
Please take me to this address.	この住所まで、行ってください。
Please take a look at this picture.	この写真を見て下さい。
This picture was taken by him.	この写真は彼によって撮影された。
This fact must not be forgotten.	この事実を忘れてはならない。
This dog eats almost anything.	この犬は何でもほとんど食べます。
This rule applies to you, too.	この規則はあなたにも当てはまる。
I can no longer stand the cold.	この寒さにはもう耐えられない。
Who wrote these two letters?	この２通の手紙を書いたのは誰ですか。
Please bring me some glasses.	コップをいくつか持ってきて下さい。
Give me a glass of water, please.	コップ１杯の水をください。
Here is a picture to show you.	ここにあなたに見せる写真がある。
The goal is still some distance away.	ゴールはまだ先だ。
Kumi is the girl who likes dogs.	クミは犬が大好きな少女です。
Kumiko runs as fast as Tom.	クミコはトムと同じくらい速く走ります。
It seems that Cathy likes music.	キャシーは音楽が好きらしい。
You shall be my daughter's husband.	お前を娘の夫にしよう。
I don't mean to make you worry.	お前を心配させるつもりはない。
The Inca were religious people.	インカ人は信心深い民族だった。
Some ships are going out now.	いま出ていく船がいくつかあります。
Please tell me when to go.	いつ行ったらいいのか私に教えてください。
I am very pleased to meet them.	あの方たちに大変うれしいです。
You should have seen the film.	あの映画を君は見るべきだったね。
What shall we buy with that money?	あのお金で何を買おうか。
Did you feel the earth move?	あなたは地面が動くのを感じましたか。
Are you going to buy the car?	あなたはその車を買うつもりですか。
Your idea is similar to mine.	あなたの考えは私のとよく似ている。
Please write about your home.	あなたの家庭のことを書いて下さい。
I'm going to check out at eight.	８時にチェックアウトします。
I will come to you in an hour.	１時間して君のところに行きます。
"What time is it?" he wondered.	「何時だろうか」と彼は思った。
What will you do when you grow up?	大人になったら何になる？
I'm not sure what's wrong.	どこが間違っているのかよく分かりません。
You can check the situation with X.	Xで状況の確認が出来ます
It takes a lot of brains to do that.	それにはかなり頭を使う
Something will go wrong at/in/with X.	Xで必ず事件が起きる
It's much faster to do it like this.	断然こっちのほうが早い
He asked for directions four times.	彼が４回も人に道を尋ねた
Ten years is a long time to wait.	１０年は待つには長い時間だ。
An old man lay dead on the road.	老人が一人、道路で死んでいた。
You shouldn't eat anything cold.	冷たい食事は、避けてください。
Respect is greater from a distance.	離れてみれば尊敬は増す。
In a word, I don't trust him.	要するに僕は彼のこと信用していない。
I had a date with Jane last night.	夕べジェーンとデートした。
I received a letter from my friend.	友人から手紙をもらった。
The effect of the drug had worn off.	薬の効果は消えていた。
Promises are things that must be kept.	約束は守るものだ。
Every day I work different hours.	毎日働く時間帯が違うんです。
Please tell me how to take a book.	本の借り方を教えて下さい。
Something is wrong with my watch.	僕の時計はどこか具合が悪い。
Don't worry. I'll stay with you.	僕がついているから心配するな。
Did you enjoy staying in Hokkaido?	北海道は楽しかったですか。
Please remember to write to her.	忘れずに手紙を書いてください。
Remember to post the letter.	忘れずにその手紙をポストに入れなさい。
My mother made me a white dress.	母は私に白い服を作ってくれた。
My mother is writing a letter now.	母は今手紙を書いています。
She has received a good education.	彼女は立派な教育を受けた。
She kept him waiting half an hour.	彼女は彼を３０分待たせた。
She is not in the least surprised.	彼女は少しも驚いていない。
She can make her own dresses.	彼女は自分の洋服を作ることができる。
She has finally achieved her end.	彼女はついに目的を達成した。
She is pleased with the dress.	彼女はそのドレスが気に入っている。
She is the happiest in her class.	彼女はクラスで一番幸せです。
She can be trusted to some degree.	彼女はある程度信用できる。
I wondered if her story was true.	彼女の話は本当かなと思った。
Her husband is usually drunk.	彼女の夫はたいてい酔っぱらっている。
Did you notice her new dress?	彼女の新しいドレスに気づきましたか。
Why don't you tell her directly?	彼女に直接言ったらどうですか。
I wonder what has happened to her.	彼女に何か起こったのかな。
She has been dead for ten years.	彼女が死んでから１０年になる。
They made me wait for a long time.	彼らは私を長い事待たせた。
They are pleased with your work.	彼らは君の仕事に満足している。
They wondered what to do first.	彼らは何から始めるべきか考えた。
They left the town an hour ago.	彼らは一時間前にこの町を去った。
They moved here two years ago.	彼らは２年前当地に引っ越してきた。
He read the book from cover to cover.	彼は本を読み通した。
He is old, but he's worn well.	彼は年をとっていてもまだ若々しい。
He has been studying for two hours.	彼は二時間勉強している。
He grew up to be a great person.	彼は成長し立派な人間になった。
He drank three glasses of water.	彼は水をコップで三杯も飲んだ。
He seems to have known the truth.	彼は真実を知っていたらしい。
He is well able to pay the charge.	彼は十分その料金を払える。
He was happy being a Jew.	彼は自分がユダヤ人であることを幸せに思った。
He writes to me once in a while.	彼は時々わたしに手紙をくれる。
He tried writing a short story.	彼は試しに短い物語を書いてみた。
He told me not to wait for him.	彼は私に待たないでくれと言った。
He asked me what I had bought.	彼は私に、何を買ったのかと尋ねた。
He bought a small house in Kyoto.	彼は京都に小さな家を買った。
While resting, he listens to music.	彼は休憩中に音楽を聞く。
I believe him to be a man of ability.	彼はやり手だと思う。
He hasn't written the letter yet.	彼はまだ手紙を書いていない。
He sometimes goes to work by car.	彼はときどき車で仕事に行く。
He sometimes comes to see me.	彼はときどき私のところへ遊びに来る。
He seems to have left the country.	彼はその国を去ったらしい。
He has some money in the bank.	彼はその銀行にいくらか預金がある。
He made the most of the chance.	彼はその機会を最大限に活用した。
He is always forgetting things.	彼はいつも忘れ物ばかりしている。
He came to Japan seven years ago.	彼は７年前に日本に来ました。
He has turned 180 degrees around.	彼の態度は１８０度変わった。
What he writes comes to this.	彼の書いていることはこういう意味だ。
He had no chance to visit us.	彼には私たちを訪れる機会がなかった。
He was seen crossing the road.	彼が道路を渡るのが彼女に見られた。
We saw him walk across the street.	彼が通りを渡るのが見えた。
That he comes here is surprising.	彼がここに来るなんて驚きだ。
Suddenly, a young woman stood up.	突然若い女性が立ち上がった。
We'd like separate checks, please.	伝票は別々にお願いします。
Everyone said that I was wrong.	誰もが私は間違っているといった。
Write your name in capital letters.	大文字でお名前を書いて。
I wish you to go there instead.	代わりに君にそこへ行ってほしい。
I feel happiest when I'm running.	走っているときが一番幸せだ。
A red dress made her stand out.	赤いドレスのため彼女は目立った。
Can I speak to the person in charge?	責任者を出して下さい。
Nothing adds up in the world.	世の中に納得できるものなんてないよ。
You may leave your seat at will.	随時に退席してもかまいません。
Life is a long and winding road.	人生は長い曲がりくねった道だ。
A new dress was bought for her.	新しい服が彼女のために買われた。
Lack of sleep began to tell on me.	寝不足の影響がではじめた。
The class was carried on in English.	授業は英語でなされた。
I don't want to have an operation.	手術はしたくないのですが。
Don't you have a phone in your car?	車に電話はないのかしら？
Our ship touched at Marseilles.	私達の船はマルセーユに寄港した。
I have no time to write to her.	私は彼女に手紙を書く時間がない。
I can't trust such a man as he.	私は彼のような人は信用できない。
I had the letter written by him.	私は彼に手紙を書いてもらった。
I saw him crossing the road.	私は彼が道路を渡っているところを見た。
I saw him crossing the street.	私は彼が通りを渡っているのを見た。
I like the Mediterranean Sea best.	私は地中海が一番好きです。
I walked along the main street.	私は大通りをずっと一人で歩いた。
I have a mind to buy a new car.	新しい車を買おうかと思っている。
I can give you several instances.	私は事例をいくつか出せます。
I had a dream about you last night.	私はゆうべ君の夢を見た。
I see the dog almost every day.	私はほとんど毎日その犬に出会う。
I sometimes write to my mother.	私はときどき母に手紙を書きます。
I chanced on a beautiful girl.	私はたまたま美しい少女と出会った。
I have made a promise to do it.	私はそれをすると言う約束をした。
I was the happiest man on earth.	私はこの世で一番幸せ者でした。
I am always ready to help you.	私はいつでも喜んでお手伝いします。
I am not what I was ten years ago.	私は１０年前の私ではない。
I doubt the truth of the report.	私は、その報告の真実性を疑う。
Write to him for me, Jan.	私の代わりに彼に手紙を書いて下さい、ジャン。
Please give me a hand with my job.	私の仕事を手伝って下さい。
My brother can run very fast.	私の兄はとても速く走ることができる。
Give me something cold to drink.	私に何か冷たい飲み物を下さい。
We took part in the discussion.	私たちはその議論に参加しました。
We were flying about six hours.	私たちは、６時間ほど飛んでいた。
Our dream has come true, at last!	私たちの夢がついに実現した。
Our house stands by the road.	私たちの家は道路に沿って立っている。
Would you like to join our team?	私たちのチームに入りませんか。
Add two to three, and you get five.	三に二を足すと五になる。
I wrote a love letter last night.	昨夜ラブレターを書きました。
I wrote a love letter last night.	昨晩ラブレターを書きました。
Don't worry about what you've done.	済んだことを気にするな。
I wonder what I should do today.	今日私は何をしたらよいだろう。
I've been pressed for time today!	今日は時間に追われていてね。
Bring me today's paper, please.	今日の新聞を持って来てください。
For a full day from today please.	今日から丸１日お願いします。
You look very happy this morning.	今朝はとてもうれしそうだね。
I have done much writing this week.	今週は大いに書きました。
I am in communication with her now.	今、彼女と文通している。
Dogs are man's closest friends.	犬は人間の最も親しい友達である。
You must take care of your dog.	犬の世話をしなければなりません。
Can't you tell right from wrong?	君は善悪の判断ができないのか。
You may as well do the task now.	君はその仕事を今した方がよい。
Your ideas are different from mine.	君の考えは私のと異なる。
Your method is different from mine.	君のやり方は僕のと違う。
Modern methods improved industry.	近代的方法で産業は向上した。
Her eyes become round in surprise.	驚いて彼女は目を丸くした。
I've suddenly started to gain weight.	急に太りだしました。
The temperature fell several degrees.	気温が数度下がった。
A cold wave passed over Japan.	寒波が日本の上空を通過したのです。
It being cold, we made a fire.	寒かったので、我々は火を燃やした。
I am positive that he is wrong.	確かに彼が間違っていると思うよ。
May I have your attention, please?	皆様にご連絡申し上げます。
Please wait outside of the house.	家の外で待っていてください。
I am interested in listening to music.	音楽鑑賞が趣味だ。
I've never been beyond Okayama.	岡山から先には行ったことがない。
We can see Mt. Fuji in the distance.	遠くに富士山が見える。
We could see the ship in the distance.	遠くに船が見えた。
In a word, you are in the wrong.	一言で言えば君は間違っている。
There used to be a church here.	以前にはここに教会がありました。
Try to avoid bad company.	悪い仲間とつきあうのは避けるようにしなさい。
I doubt whether it is true or not.	わたしはそれの真意を疑う。
London is the capital of England.	ロンドンは英国の首都である。
Could you reduce the price a little?	もっと安くなりますか。
Meg must carry on her studies.	メグは勉強を続けなけれがならない。
I trust that I can see you again.	またお会いできると思います。
I wonder what happened to Paul.	ポールの身に何があったのかしら。
Come what may, I am ready.	どんな事があっても、私は覚悟ができている。
Any child can enjoy the story.	どんな子供でもその物語を楽しめる。
Above all, take care of yourself.	とりわけ体に気をつけなさい。
There seems to be no need to go.	どうも行く必要はないようです。
May I return the car instead?	そのかわりに車を返してもいいですか。
Please go up to the third floor.	どうぞ３階へ上がってください。
Please let me take your picture.	どうか写真を撮らせてください。
Don't let anyone come near the fire.	だれも火に近づけるな。
I don't go in for that sort of thing.	そんなことは嫌いだ。
Three years have passed since then.	それ以来３年が経過した。
Make sure that you do it yourself.	それは必ず自分でしなさい。
It is written in easy English.	それはやさしい英語で書かれている。
Keep it at a lower temperature.	それはもっと低温で保存しなさい。
The story had a happy ending.	その話はめでたしめでたしで終わった。
The problem is beyond my power.	その問題は私の手には負えません。
The tree was ready to fall down.	その木は今にも倒れそうだった。
The man kept talking for an hour.	その男は一時間喋りつづけた。
The war took place 45 years ago.	その戦争は４５年前に起こった。
The plants died for lack of water.	その植物は水不足で枯れた。
Something was wrong with the watch.	その時計は故障している。
The dog came running to her.	その犬は走りながら彼女のところへ来た。
Money for the plan was lacking.	その計画には資金が不足していた。
You must keep to the rules.	あなたはその規則を守らなければならない。
What does the company produce?	その会社は何を作っているのですか。
We will accept your conditions.	そちらの条件を受け入れましょう。
Make sure that you do it yourself.	ぜひ自分でそれをしなさい。
Please leave everything to me.	すべてのことを私に任せてください。
It's necessary to avoid stress.	ストレスを避けることが必要です。
Mr Jordan was a little surprised.	ジョーダンさんは少し驚いた。
Please call me up if you want me.	ご用のときはお電話ください。
Why don't you make it yourself?	ご自分で作ってみたらどうですか。
Please remember me to all your family.	ご家族によろしく。
We couldn't be happier for you.	これ以上嬉しいことはありません。
Please put these glasses away.	これらのグラスを片付けてください。
No other dog is bigger than this.	これより大きい犬はいません。
This book is written in English.	この本は英語で書かれています。
This room has air conditioning.	この部屋にはエアコンがあります。
This road is closed to cars.	この道路は車は駐車禁止になっています。
This road is closed to cars.	この道路は、車は通行止めになっている。
The red kills the whole pattern.	この赤色で柄全体がだいなしだ。
Who is the girl in this picture?	この写真の中の少女は誰ですか。
Please bear this fact in mind.	この事実を心に留めておいて下さい。
This rule reads several ways.	この規則はいく通りも解釈があります。
This rule reads several ways.	この規則はいくとおりにも解釈できる。
This rule reads several ways.	この規制はいくとおりにも解釈できる。
This touch is original with her.	このタッチは彼女独自のものだ。
Please keep this money for me.	このお金を預かっておいてください。
Please wait here for a while.	ここでしばらくの間待っていて下さい。
Kate speaks English very fast.	ケイトはとても速く英語を話します。
Please take good care of yourself.	くれぐれもお体をお大事に。
I wish you to go there instead.	かわりに君にそこへ行って欲しい。
You might have just forgotten.	お忘れになっただけかと思いました。
Father found me a good seat.	お父さんは私に良い席を見つけてくれた。
Best regards to your father.	お父さんにはくれぐれもお伝えください。
Please tell me when to leave.	いつ出発すべきか私に教えてください。
Once you start, carry it on.	いったん始めたら、やり続けてください。
Please take a look at that picture.	あの写真を見てください。
You must get ready quickly.	あなたは急いで準備をしなければならない。
Did you make it for yourself?	あなたはそれを独力で作ったのですか。
I am quite pleased with you.	あなたのことがすっかり気に入りました。
The new year will come in an hour.	あと１時間で年が明けます。
Add six and four and you have ten.	６と４を足すと１０になる。
I got out of the car at 40th Street.	４０丁目で車を降りた。
I'll be over in half an hour.	３０分後にはお母さんがそこに行くわ。
Love began to grow between the two.	２人の間に愛が芽生えた。
May I ask a couple of questions?	２つの質問をしてもよいですか。
I've been there a couple of times.	２、３度行ったことがある。
"She likes music." "So do I."	「彼女は音楽が好きだ」「私もそうだ」
"May I join you?" "Why not?"	「一緒にいいかい」「もちろんいいとも」
There's a church behind my house.	私の家の後ろには教会がある。
That sort of thing won't happen.	そんなことは起きないでしょう。
Do you have any brothers or sisters?	きょうだいはいますか？
Could you please take a picture?	写真を撮っていただけませんか？
I often wonder if it might be X.	Xではないかとつくづく疑問に思う
It always seems like it is there.	それがあるようにいつも思います
He opens to several pages at once.	彼が一気に複数のページを開く
It will achieve a low price with X.	それがXで低価格を実現する
It further increases weight loss.	さらにダイエットの効果が高まる
He writes the program by himself.	彼が自分でプログラムを組みます
The world exists in your mind.	その世界が、あなたの心の中に存在する
Each of them took their own path.	それぞれがそれぞれの道を歩んだ
You can't call dogs off from a fight.	噛み合う犬は呼び難し。
He's good at this sort of thing.	彼は、こういうのがうまいのです。
Please don't cut me off like that.	話をさえぎらないでください。
The old man passed away this morning.	老人は今朝亡くなった。
You must look to your manners.	礼儀作法に気を付けなければいけない。
Show me a list of your rates, please.	料金表を見せて下さい。
I've just been to the post office.	郵便局へ行ってきたところだ。
Please add my name to the list.	名簿に私の名前も追加してください。
Would you please take my picture?	僕の写真を撮ってくれませんか。
The supplies will give out soon.	補給はまもなく不足するでしょう。
The supplies will give out soon.	補給がまもなく不足するでしょう。
Can I change the date of return?	返却日を変更する事ができますか。
The wind grew stronger and stronger.	風がどんどん強くなった。
Would you like to wait in the room?	部屋でお待ちになりますか。
My father passed away two years ago.	父は２年前に亡くなった。
Though she is poor, she is happy.	貧しいといえども彼女は幸せだ。
She usually sleeps for eight hours.	彼女は普通８時間眠ります。
She must have been very beautiful.	彼女は美しかったに違いない。
She continued her job in the bank.	彼女は銀行での仕事を続けた。
She worked on it with her all soul.	彼女はそれに精魂を込めた。
She tried on the party dress.	彼女はそのパーティードレスを試着した。
She is on the wrong side of twenty.	彼女は２０歳を越えている。
Her name is known to everyone.	彼女の名前はみんなに知られています。
Did you notice her new dress?	彼女の新しいドレスに気がつきましたか。
You need not worry about her.	彼女のことを心配する必要はありません。
I'll never forget seeing her.	彼女に会ったのを決して忘れないだろう。
He gave me authority to fire them.	彼らを解雇する権限をくれた。
Don't they take care of the dog?	彼らは犬の世話をしないのですか。
They must work 8 hours a day.	彼らは１日８時間働かなければならない。
He died of old age two years ago.	彼は老衰で二年前に亡くなった。
Though he was poor, he was happy.	彼は貧しかったが、幸せだった。
He was poor and could not buy it.	彼は貧しいのでそれが買えない。
He flew from London to Paris.	彼は飛行機でロンドンからパリへ行った。
He has no sense of right and wrong.	彼は正悪の区別がつかない。
Business carried him to Kobe.	彼は商用で神戸に行かねばならなかった。
He will have written a letter.	彼は手紙を書いてしまっているだろう。
He kept us waiting for a long time.	彼は私達を長い間待たせた。
Directly he saw me, he ran away.	彼は私を見るやいなや走り去った。
He lives immediately next to us.	彼は私たちのすぐ隣に住んでいる。
He is known to the entire country.	彼は国全体に知られています。
He never seems to feel the cold.	彼は決して寒さを感じないようだ。
He will be pleased to help you.	彼は喜んであなたを手伝うでしょう。
He kept waiting for hours and hours.	彼は何時間も待ち続けた。
He searched all day for the letter.	彼は一日中手紙をさがした。
He took the first place in the race.	彼はレースで１着だった。
