Wow!	すごい！
Father is busy looking over my homework.	父は僕の宿題を見るのに忙しい。
My father reproached me for my rudeness.	父は私のだらしなさを非難した。
Father takes the 7:00 subway to work.	父は会社へ七時の地下鉄で通っている。
Father made our living room more spacious.	父は家族の居間を広くした。
Despite all his wealth, he is stingy.	富があるにもかかわらず、彼はけちだ。
Carelessness often results in accidents.	不注意が事故になることが多い。
Poverty is a pain, but no disgrace.	貧乏は苦痛であるが、不名誉なことはない。
She was absent on the ground of illness.	病気のため彼女は欠席していた。
The plane went out of sight in a blink.	飛行機は瞬く間に見えなくなった。
The expenses are ten thousand yen per head.	費用は一人頭一万円です。
Smiling sadly, she began to talk.	悲しそうに微笑みながら、彼女は話しはじめた。
I cannot help falling in love with her.	彼女を愛さずにはいられないなあ。
She will specialize in American history.	彼女は米国史を専攻するだろう。
She got angry at his rude behavior.	彼女は彼の無作法な振る舞いに腹を立てた。
She shed crocodile tears over his death.	彼女は彼の死にそら涙を流した。
She was disgusted at his persistence.	彼女は彼の執拗さにうんざりしていた。
She is honest and above bribery.	彼女は誠実だからわいろなど受け取ったりしない。
She stopped sewing and had some tea.	彼女は針仕事の手を休めてお茶を飲んだ。
She has cute dimples when she smiles.	彼女は笑うと愛らしくえくぼができる。
She passed away peacefully in her sleep.	彼女は就寝中安らかに永眠した。
There is good reason for her to get scolded.	彼女は叱られて当然だ。
She made a fuss about her benefits.	彼女は自分の手当について騒ぎ立てました。
She charged me with being irresponsible.	彼女は私を無責任だと非難した。
She came three minutes after I called.	彼女は私が呼んでから三分して来た。
She yelled at the children to be quiet.	彼女は子供たちに静かにと叫んだ。
She chided her child for cutting in.	彼女は子供が話に割り込むのをしかった。
She passed away peacefully last night.	彼女は昨夜安らかに息を引き取った。
There was a happy twinkle in her eyes.	彼女は幸福そうに目を輝かせていた。
Aside from fright she was not injured.	彼女は脅えただけで怪我はなかった。
She cannot have done well at school.	彼女は学校の成績が良かったはずがない。
She is known as auntie at the office.	彼女は会社ではおじさんで通っている。
She went to Italy to study music.	彼女は音楽を勉強するためにイタリアへ行った。
She is incapable of doing anything alone.	彼女は一人では何も出来ない。
She looked after my dog for a month.	彼女は一ヶ月間私の犬の面倒を見ました。
She was obliged to give up the plan.	彼女はやむを得ずその計画をあきらめた。
She has not finished her homework yet.	彼女はまだ宿題を終わらせていない。
She is a member of the basketball club.	彼女はバスケット部に入っている。
She is looking for her missing wallet.	彼女はなくなった財布を探している。
She easily takes offence at trifles.	彼女はつまらない事ですぐ気分を害する。
She eyed the stranger suspiciously.	彼女はその見知らぬ人を胡散臭そうに見た。
She pulled her sweater over her head.	彼女はセーターを頭からかぶって着た。
She bought a Hoover at the supermarket.	彼女はスーパーで掃除機を買った。
The shock robbed her of her speech.	彼女はショックのあまり口が利けなかった。
She hung up without saying good-bye.	彼女はさよならも言わずに電話を切った。
She plays piano as well as the guitar.	彼女はギターのほかにピアノも弾く。
She went shopping with her mother.	彼女はお母さんといっしょに買い物に行った。
She stared at him with frightened eyes.	彼女はおびえた目で彼を見ていた。
She always has some axe to grind.	彼女はいつも人に対してやいばをといでいます。
Her beauty was blemished by the scar.	彼女の美貌もその傷で台無しになった。
Her weight increased to 50 kilograms.	彼女の体重は増えて５０キロになった。
I was disillusioned at her private life.	彼女の私生活を知って幻滅した。
Her act reflected dishonor upon her.	彼女の行為は彼女に不名誉をもたらした。
Although she kept protesting, he went.	彼女の抗議にも関わらず彼は行った。
Her diligence is a good example to us all.	彼女の勤勉さは良い見本だ。
She dazzles everybody with her wit.	彼女の機知にはみんなビックリさせられる。
All her efforts culminated in failure.	彼女のすべての努力は水泡に帰した。
She has a daughter who is a pianist.	彼女にはピアニストをしている娘がいる。
He exclaimed that she was beautiful.	彼女が美しいので彼は感嘆の声をあげた。
Her mention of his name rang a bell.	彼女が彼の名前を言ったのでピンと来た。
What she liked best was herring roe.	彼女が最も気に入ったのは数の子でした。
There is a rumor that she got married.	彼女が結婚したといううわさがある。
They bribed the witness into silence.	彼らは賄賂を使って証人の口を封じた。
They believe that the soul is immortal.	彼らは霊魂が不滅だと信じている。
They went on putting aside fallen stones.	彼らは落石をどかして進んだ。
They cut out a path through thick jungle.	彼らは密林に道を切り開いた。
They went out of the room very silently.	彼らは非常に静かに部屋を出た。
They were exposed to the enemy's gunfire.	彼らは敵の砲火にさらされた。
They demanded that President resign.	彼らは大統領は辞任すべきだと要求した。
They are boring the ground for oil.	彼らは石油を目当てに土地を試掘している。
They chopped down all the withered trees.	彼らは枯木を全部切り倒した。
They exulted in their unexpected success.	彼らは意外な成功に狂喜した。
They are going to send up a rocket.	彼らはロケットを打ち上げようとしている。
They assisted the painter financially.	彼らはその画家を財政的に援助した。
They appointed Miss Smith chairperson.	彼らはスミスさんを議長に任命した。
They made John chairman of the committee.	彼らはジョンを委員長にした。
They robbed Jim of everything he had.	彼らはジムから持ち物をすべて奪った。
They were all agog for the news.	彼らはしきりにそのニュースを聞きたがっていた。
They went to church on Christmas Eve.	彼らはクリスマスイブに教会に行った。
They cannot fail to reach an agreement.	彼らはきっと合意に達するだろう。
They made first ascent of Mount Everest.	彼らはエベレストに初登頂した。
Their highest skill was woodworking.	彼らの最高の技術は木工細工に見られた。
We received a cordial welcome from them.	彼らから心からの歓迎を受けた。
He stretched out his arm for a magazine.	彼は腕を伸ばして雑誌を取った。
His hands were deep in his pockets.	彼は両手をポケットに深く突っ込んでいた。
He was seized with uncontrollable rage.	彼は抑えられない怒りに襲われた。
He had his homework done before supper.	彼は夕飯の前に宿題を終えていた。
He gave away his camera to his friend.	彼は友人にカメラをやってしまった。
He is what you might call a bookworm.	彼は本の虫と言ってもいいような人だ。
He was compelled to resort to violence.	彼は暴力に訴えざるを得なかった。
He acknowledged me by raising his hat.	彼は帽子を持ち上げて私に会釈した。
He is anxious about his mother's health.	彼は母親の健康を心配している。
He stood up with his hat in his hand.	彼は片手に帽子を持って立ち上がった。
He went abroad soon after his father.	彼は父親のすぐあとから外国に行った。
He felt sad because he lost his father.	彼は父を亡くしたので悲しかった。
He resigned his post on account of illness.	彼は病気のため辞職した。
He is confined to his house by illness.	彼は病気で家に引きこもっている。
He is a natural to win the Presidency.	彼は必ず大統領の椅子につく人物だ。
He longed for her talented skills.	彼は彼女の恵まれた才能にあこがれを抱いた。
He turned a deaf ear to their request.	彼は彼らの頼みに耳を貸さなかった。
He thought of them yearning for fame.	彼は彼らが名声に憧れていると思った。
He went to, where he heard the news.	彼は奈良へ行ってそこで知らせを聞いた。
He was sent abroad as a correspondent.	彼は特派員として海外に派遣された。
He blamed his son for being careless.	彼は注意が足りないと息子をしかった。
He is the governor's longtime companion.	彼は知事と長年の付き合いです。
He was arrested on charges of tax evasion.	彼は脱税容疑で逮捕された。
He is doing well in his college work.	彼は大学の学業をりっぱにやっている。
He was holding a large box in his arms.	彼は大きな箱を両腕に抱えていた。
I guessed that he was an ex-serviceman.	彼は退役軍人ではないかと思った。
His voice is thin even though he is fat.	彼は太っているくせに声は細い。
A lot of troubles preyed upon his mind.	彼は多くのもめごとに悩まされた。
He is chary of offending people.	彼は他人の機嫌を損ねないように気をつけている。
He made a model airplane for his son.	彼は息子に模型飛行機を作ってやった。
He told his son an interesting story.	彼は息子におもしろい話をしてやった。
He did his best only to fail again.	彼は全力を尽くしたが失敗しただけだった。
He is said to have lost all his money.	彼は全財産を失ってしまったそうだ。
He is endowed with a sense of humor.	彼は生来ユーモアの感覚に恵まれている。
He has a bad reputation with his students.	彼は生徒に評判が良くない。
He had various experiences in his life.	彼は生涯にさまざまな経験をした。
He extended the knowledge of biochemistry.	彼は生化学の知識を深めた。
He was a so-called aristocrat by birth.	彼は生まれはいわゆる貴族だった。
He got acquainted with some villagers.	彼は数人の村人と知り合いになった。
He regarded her with worship in his eyes.	彼は崇拝の眼で彼女を眺めた。
He was drunk and his speech was thick.	彼は酔っ払ってだみ声になっていた。
He illustrated his theory with diagrams.	彼は図を使って自説を例証した。
He elbowed his way through the crowd.	彼は人込みの中を押し分けてすすんだ。
He took a key from his coat pocket.	彼は上着のポケットからカギを取り出した。
He washes his car at least once a week.	彼は少なくとも週に一度車を洗う。
He is always taking a nap at school.	彼は授業中いつも居眠りばかりしている。
He took up the receiver and dialed.	彼は受話器を取り上げてダイアルを回した。
He gave a blow with the flat of his hand.	彼は手のひらで一撃を与えた。
He went through a lot when he was younger.	彼は若い頃、結構苦労した。
He told me that I could use his car.	彼は車を使ってもいいよといってくれた。
He accelerated his car and overtook me.	彼は車を加速し、私に追いついた。
He didn't hear his name called.	彼は自分の名前が呼ばれるのが聞こえませんでした。
He told me that his father was dead.	彼は自分の父は死んでいると私に言った。
He is quite satisfied with his income.	彼は自分の収入に全く満足している。
He blamed the teacher for his failure.	彼は自分の失敗を先生のせいにした。
He worked at the cost of his own time.	彼は自分の時間を犠牲にして働いた。
He reported his accident to the police.	彼は自分の事故を警察に報告した。
He didn't spare time on his studies.	彼は自分の研究に時間を惜しまなかった。
He made the most of his opportunities.	彼は自分の機会を最大限に活用した。
He was very close about his past.	彼は自分の過去については話したがらなかった。
He stubbornly persisted in his opinion.	彼は自分の意見を頑固に主張した。
He let his greed get the better of him.	彼は自らの強欲に負けてしまった。
He sent in his application to the office.	彼は事務所に願書を提出した。
His wealth got him into the club.	彼は資産のおかげでそのクラブの会員になれた。
He slammed the door right in my face.	彼は私の鼻先でドアをぱたんとしめた。
He showed me his stamp collection.	彼は私に切手のコレクションを見せてくれた。
He advocated abolishing the death penalty.	彼は死刑の廃止を主張した。
He remained single till the end of his day.	彼は死ぬまで独身だった。
He felt great affection for his sister.	彼は姉に多大な愛情を持っていた。
He goofed on the job and got fired.	彼は仕事をさぼってくびになってしまった。
He shows great enthusiasm for his work.	彼は仕事にたいへん熱中している。
He went to school to study yesterday.	彼は昨日勉強するために学校へ行った。
He told his wife not to buy on impulse.	彼は妻に衝動買いするなと言った。
He was never to see his parents again.	彼は再び両親と会うことはなかった。
He has grown three centimeters this year.	彼は今年３センチ背が伸びた。
He will play tennis with his friends.	彼は今日の午後もテニスをするだろう。
He put in ten hours of overtime this week.	彼は今週１０時間残業した。
He is as diligent a man as ever lived.	彼は今までにいないほど勤勉な男だ。
He is now playing tennis on the court.	彼は今コートでテニスをしています。
He went to the hall to give an address.	彼は講演するためホールに行った。
He leads a happy life in his hometown.	彼は故郷で幸せな生活を送っている。
It was his fate to live a lonely life.	彼は孤独な人生を送る運命にあった。
He exchanged his old car for a new one.	彼は古い車と新しい車を交換した。
He did it at the expense of his health.	彼は健康を犠牲にしてそれをした。
He muscled his way through the crowd.	彼は群衆の中を力ずくで進んでいった。
He has a credit of $3000 at his bank.	彼は銀行に３０００ドルの預金がある。
For all his wealth, he is unhappy.	彼は金持ちであるにもかかわらず不幸である。
He was very apologetic for the mistake.	彼は間違いをしきりに謝っていた。
He had the appearance of a sportsman.	彼は外見はスポーツマンのようだった。
He had reached the limits of his patience.	彼は我慢の限界に来ている。
He conceded us the use of his yacht.	彼は我々に自分のヨットの使用を許した。
He wanted to make singing a career.	彼は歌うことを職業にしたいと思っていた。
He had his own way over everything.	彼は何事につけても自分の思い通りにした。
He has a tendency toward exaggeration.	彼は何でも大げさに言う傾向がある。
He has worked his way up from the bottom.	彼は下からたたき上げた男だ。
He has established himself as a musician.	彼は音楽家として身を立てた。
He is ahead of his class in English.	彼は英語ではクラスの者より進んでいる。
He was elected chairman of the committee.	彼は委員会の議長に選ばれた。
He often leaves his umbrella on a train.	彼はよく電車の中に傘を忘れる。
He often laughs at his own jokes.	彼はよく自分で自分のジョークに笑ってしまう。
He is proud of being a musician.	彼はミュージシャンであることを誇りにしている。
He has not realized his mistakes yet.	彼はまだ自分の過ちをわかっていない。
He went to Paris to study French.	彼はフランス語を研究するためにパリに行った。
He knocked his knee against the chair.	彼はひざをいすにぶつけてしまった。
He's capable of wickedness of any kind.	彼はどんな悪事でもやりかねない。
He fell lamentably short of his duty.	彼はとてもその仕事が勤まらなかった。
How did he earn his daily bread?	彼はどうやって日々の生計をたてているのですか。
He listened with his ear to the door.	彼はドアに耳を押し当てて聞いていた。
He has made a big improvement in tennis.	彼はテニスがおおいに上達した。
He seduced her with false promises.	彼はでたらめな約束をして彼女を誘惑した。
He found his missing brother at last.	彼はついにゆくえ不明の弟を発見した。
He easily gets angry at trivial things.	彼はちょっとしたことですぐ怒る。
He keeps all his savings in the bank.	彼はためた金を全部銀行に預けている。
He was panting to have a go at it.	彼はそれを試してみたくてうずうずしていた。
He paid his dues for what he is now.	彼はそれだけのことをやってたんだから。
He took a slide down the hill on his sled.	彼はそりで丘を滑り降りた。
He persevered with the hard lessons.	彼はその難しい課題をがんばってやった。
He renounced the ownership of the land.	彼はその土地の所有権を放棄した。
He got lost on his way to the village.	彼はその村に行く途中で道に迷った。
He's the projectionist at the theater.	彼はその劇場で映写係をやっている。
He has something to do with the robbery.	彼はその強盗事件と関係がある。
He wrote a fine preface to the play.	彼はその戯曲にすばらしい序文を書いた。
He lost his heart to the pretty girl.	彼はそのきれいな女性に心を奪われた。
He retorted that it was all my fault.	彼はすべて私が悪いのだと口答えした。
He was fighting regardless of his wound.	彼はけがにかまわず戦っていた。
He is very fond of playing the guitar.	彼はギターを弾くのがとても好きだ。
He devoted his life to his company.	彼はかれの会社に彼の人生をささげました。
With all his wealth, he is not happy.	彼はお金をもっているが幸せではない。
He is not your common doting parent.	彼はいわゆるありふれた親ばかではない。
He is as diligent a man as ever lived.	彼はいままでにないほど勤勉な男だ。
He always imposes his opinion on me.	彼はいつも私に彼の意見を押し付けます。
He is always yelling at his children.	彼はいつも子供達をどなりつけている。
He will be a Washington someday.	彼はいつかワシントンのような人になるでしょう。
He rose from his chair to welcome me.	彼はいすから立って私を迎えてくれた。
He is eminent for his great discoveries.	彼はいくつもの大発見で有名だ。
He is mixed up with something shabby.	彼はいかがわしいことに関係している。
He is threatened by a certain gangster.	彼はあるギャングに脅されている。
He went to Europe by way of America.	彼はアメリカ経由でヨーロッパにいった。
He tucked the napkin under his chin.	彼はあごの下にナプキンをはさみ込んだ。
He intended to persist in his silence.	彼はあくまでも沈黙を守ろうとした。
He responded by giving the "OK" gesture.	彼はＯＫのしぐさをして答えた。
He lost his parents at the age of seven.	彼は７歳の時に両親を亡くした。
He wanted to get his shirts washed.	彼は、彼のシャツを洗ってもらいたかった。
He is, I believe, a man of his word.	彼は、私が信じるに、約束を守る人です。
He came along with his dog following him.	彼は、犬を連れてやってきた。
His talk is always pleasant to listen to.	彼の話はいつ聞いても楽しい。
His prediction might come true.	彼の予言は、ひょっとしたら的中するかもしれない。
His daughter grew to be a beautiful woman.	彼の娘は美しい女になった。
His daughter is quick in her movements.	彼の娘は動作がきびきびしている。
His daughter and my son are good friends.	彼の娘と僕の息子は仲良しだ。
His little sister is very cute, isn't she?	彼の妹はとてもかわいいね。
His sister and I will be good friends.	彼の妹と私はよい友達になるだろう。
I wonder what has become of his sister.	彼の妹さんはどうなったのかしら。
There are a lot of books in his room.	彼の部屋にはたくさんの本があります。
His father had a good influence on him.	彼の父親は彼によい影響を与えた。
His carelessness resulted in an accident.	彼の不注意から事故が起きた。
His conduct is open to grave objection.	彼の品行は厳しい非難を免れない。
His illness stems from his intemperance.	彼の病気は不節制からきている。
I have every confidence in his ability.	彼の能力を全面的に信頼している。
You had better take account of his age.	彼の年齢を考慮に入れた方がよい。
His intelligence is widely recognized.	彼の頭の良さは広く認められている。
His efforts are to be highly praised.	彼の努力は大いに称賛されるべきです。
Don't talk about it in his presence.	彼の前でそのことを話さないでください。
His explanation was not satisfactory.	彼の説明は満足行くものではなかった。
His life was a long series of failures.	彼の生涯は長い失敗の連続だった。
His success resulted from hard work.	彼の成功は、彼の勤勉の結果から生じた。
His sharp words seemed to hurt her.	彼の辛らつな言葉が彼女を傷つけたようだ。
His new novel will come out next month.	彼の新作の小説は来月出版される。
His new novel will come out next month.	彼の新しい小説は来月出版される。
His new novel will come out next month.	彼の新しい小説が来月出版される。
I can hardly hold my own against his daring.	彼の心臓には顔負けだ。
I besought him for a favorable answer.	彼の色よい返事を得ようと懇願した。
His professional career was bankrupt.	彼の職業上のキャリアは破綻していた。
His joke eased the tension in the room.	彼の冗談で室内の緊張がほぐれた。
His train arrives at five this evening.	彼の乗った列車は今夕５時につく。
His business has gone from bad to worse.	彼の商売はますます悪くなった。
Stop taking advantage of his weakness.	彼の弱みに付け込むのはやめなさい。
His debts amount to a considerable sum.	彼の借金は相当な額になっている。
His debts amounted to a thousand dollars.	彼の借金は１千ドルに達した。
His car broke down on the way to work.	彼の車は会社への途上で、故障した。
I was very confused by his questions.	彼の質問にひどく面食らってしまった。
His bicycle is different from this one.	彼の自転車はこの自転車とは違う。
We cannot touch on his private affairs.	彼の私事に触れることはできない。
A rumor is abroad about his death.	彼の死をめぐってあるうわさが広まっている。
His fingers ran swiftly over the keys.	彼の指はすばやく鍵盤の上を走った。
His ideas are based on his experience.	彼の思想は彼の体験に基づいている。
His wife screened him from reporters.	彼の妻は彼を記者達に会わせなかった。
His lecture had a large audience.	彼の講演会にはたくさんの聴衆が集まっていた。
His behavior really got on my nerves.	彼の行動は本当に私の神経にさわった。
He was actuated by community spirit.	彼の行為は共同体意識からのことだった。
His deeds do not accord with his words.	彼の行いは言うことと一致しない。
His idea doesn't make any sense at all.	彼の考えは全く意味が分からない。
His ideas were in advance of his times.	彼の考えは時代の先を行っていた。
His old clunker isn't worth anything.	彼の古い車じゃ、一銭にもならないよ。
His actions always contradicted his word.	彼の言動は常に矛盾していた。
No attention was paid to his warning.	彼の警告に全然注意が払われなかった。
I doubt the veracity of his statement.	彼の供述の真実性は疑わしいと思う。
His classmates laughed at him at once.	彼の級友達は彼を見てすぐに笑った。
His face registered fear and anxiety.	彼の顔には恐怖と不安が浮かんでいた。
What are the prospects for his recovery?	彼の回復の見込みはどうなのか。
Few people understood his comment.	彼の解説がわかった人はほとんどいなかった。
His arrogance is no longer tolerable.	彼の横柄な態度にはもう我慢ならない。
His speech was brief and to the point.	彼の演説は短くて要点をついていた。
His speech was not altogether bad.	彼の演説はまんざら捨てたものではなかった。
His opinion comes into conflict with mine.	彼の意見は私のと合わない。
His project was funded by grants.	彼のプロジェクトは助成金でまかなわれている。
We all laughed at his pink tuxedo.	彼のピンクのタキシードには、みんな笑った。
I was annoyed with him for being so late.	彼のひどい遅刻に腹が立った。
His piano playing sounded fantastic.	彼のピアノ演奏はすばらしい響きがした。
The content of his speech was interesting.	彼のスピーチは面白かった。
His concert attracted many people.	彼のコンサートにはたくさんの人が集まった。
There is nothing questionable about him.	彼には少しもやましい点がない。
There was no irritation on his part.	彼としては少しもいらいらしてなかった。
For his part he could have done worse.	彼としてはもっと悪くもできたのに。
He cannot have gone against his parents.	彼が両親に逆らったはずがない。
It cannot be denied that he is guilty.	彼が有罪であることは否定できない。
A burglar broke in while he was asleep.	彼が眠っている間に泥棒が入った。
There isn't any hope of his success.	彼が成功する望みはまったくありません。
When does his train arrive at Kyoto?	彼が乗った列車はいつ京都に着きますか。
It is not surprising that he resigned.	彼が辞任したのは驚くことではない。
It is doubtless that he was murdered.	彼が殺されたことは疑いの余地は無い。
I got the gist of what he was saying.	彼が言っていることの要点はわかった。
I went to market after he came home.	彼が家に帰ってから私は買い物に行った。
No matter what he says, don't trust him.	彼が何を言おうと、信用するな。
Don't trust him no matter what he says.	彼が何といおうとも、信用するな。
He was accredited with these words.	彼がこういうことを言ったのだと思われる。
The criminals have all been apprehended.	犯人たちは全員逮捕されました。
There were white clouds sailing in the sky.	白い雲が空を流れていた。
Suddenly the horse began to run about wildly.	馬が急に暴れ出した。
He is in good health in spite of his age.	年にもかかわらず彼は健康だ。
They felt weary after their hard work.	熱心に勉強して彼らは疲れを感じた。
A squirrel is taking a bath in the pond.	栗鼠が池で水浴びをしています。
The Japanese are not punctual as a rule.	日本人は概して時間を守らない。
Japan is, as it were, his second home.	日本は、いわば、彼の第２の祖国だ。
We really thank you for your patronage.	日頃のご愛顧にお礼申し上げます。
His face can't be seen straight again.	二度と彼の顔をまともに見られない。
All of sudden all the lights went out.	突然みんな明かりが消えてしまった。
Suddenly I heard a loud clap of thunder.	突然のおおきな雷鳴が聞こえた。
Suddenly, the Sphinx raised its head.	突然、スフィンクスがその頭を上げた。
My colleagues welcomed me very warmly.	同僚たちは私を温かく迎えてくれた。
Could you tell me the way to the zoo?	動物園へ行く道を教えてくれませんか。
The number of working women is increasing.	働く女性の数は増えている。
I took two aspirins for my headache.	頭痛がしたのでアスピリンを２錠飲んだ。
Send us a telegram when you arrive.	到着したらこちらへ電報を打ってください。
We were robbed of the documents on the way.	途中で文書を強奪された。
Could you dial up the operator for me?	電話交換手を呼んでもらえませんか。
I made him talk to his aunt on the phone.	電話で彼に叔母と話をさせた。
Natural resources are not limitless.	天然資源は無限に存在するわけではない。
Warm weather favored our picnic.	天気が暖かくて我々のピクニックに好都合だった。
I'm sorry for the short deadline.	締め切りまでにあまり時間が無くてすいません。
I'll take a shortcut across the garden.	僕は庭をつっきって近道をするぞ。
The street was bustling with shoppers.	通りは買い物客でごった返していた。
Her calm words banished our fears.	沈着な彼女の言葉で我々の恐怖は消し飛んだ。
My long cherished dream finally came true.	長年の夢がやっと実現した。
The townspeople looked curiously at me.	町の人達は物珍しそうに私を見た。
Don't wanna get up early to work hard.	朝早く起きてせっせと働きたくない。
China is twenty times as large as Japan.	中国は日本の２０倍の大きさだ。
No woman is indifferent to her clothing.	着る物に無関心な女性はいない。
His cheeks were burning with shame.	恥ずかしさで彼の頬は真っ赤になっていた。
His cheeks were burning with shame.	恥ずかしさで彼のほおはかっと燃えていた。
We saw the ground covered with snow.	地面が雪で覆われているのが見えました。
The water is welling up from the ground.	地面から水が沸き上がっている。
The map helped me to orient myself.	地図は自分の位置を確かめるのに役立った。
The Earth, Mars and Jupiter are planets.	地球や火星、木星は惑星である。
The subway is faster than the streetcar.	地下鉄は、市街電車よりはやい。
The man peeped through a hole in the wall.	男は壁の隙間からのぞいた。
Few boys are dainty about their food.	男の子で食べ物にうるさいのは少ない。
Who will take the place of his mother?	誰が彼の母の代わりをするだろうか。
The first violins carry the melody.	第一バイオリンが、メロディーを演奏する。
Two roundtrip tickets to Osaka, please.	大阪までの往復切符を二枚下さい。
The typhoon moved in a westerly direction.	台風は西の方向に移動した。
The typhoon bared the tree of its fruit.	台風で木の実がすっかり落ちた。
We suffered heavy damage from the typhoon.	台風でひどい被害を受けた。
I was scolded by my mother for being lazy.	怠けていて母にしかられた。
There are a lot of students in the gym.	体育館にたくさんの生徒がいます。
Taro is on the right side of his mother.	太郎はお母さんのお気に入りだ。
Taro is the taller of the two boys.	太郎は２人の男の子のうち、背の高い方だ。
The greatest talkers are the least doers.	多弁な人は実行はともわない。
Many a tree was blown down by the typhoon.	多くの木が台風で倒された。
A number of tickets are sold in advance.	多くの切符は前売りされている。
Many foreigners speak good Japanese.	多くの外国人が日本語を上手に話します。
The villagers were kind to their visitors.	村人は訪問客に親切でした。
The footprints continued down to the river.	足跡は川まで続いていた。
Please give him a fluoride treatment.	息子の歯にフッソを塗布してください。
Hold your breath and pinch your nostrils.	息を止めて鼻をつまみなさい。
A hammer was used to break the window.	窓を割るためにハンマーが使われた。
Kudos for your outstanding achievement!	素晴らしい業績に拍手を送ります。
Grandfather is napping on the sofa.	祖父はソファーの上でうたたねをしている。
The voters won't put up for a tax hike.	選挙民は増税にがまんできません。
The outcome of the election is doubtful.	選挙の結果はなんとも言えない。
Some people cannot bear traveling by sea.	船旅に耐えられない人もいる。
A captain controls his ship and its crew.	船長は船と乗組員を統率する。
Kanako commutes from Chiba to Tokyo.	加奈子ちゃんは千葉から東京に通います。
A tongue is the most venomous thing of all.	舌の毒にまさる毒はない。
The baby was crawling on all fours.	赤ちゃんは四つん這いになってはっていた。
Coal is chemically allied to diamonds.	石炭は化学的にダイヤと同類である。
Nothing is more important than sincerity.	誠実さほど重要なものはない。
The pupils began to read all together.	生徒たちは声をそろえて読み始めた。
Honest people despise those who lie.	正直な人たちはうそをつく人を軽蔑する。
Honesty is no guarantee of success.	正直だからといって成功するとは限らない。
Specifically, I'm a university lecturer.	正確に言うと私は大学講師です。
The politicians try to pass the buck.	政治家達は責任を逃れようとしている。
Vision is indispensable to a statesman.	政治家には洞察力が不可欠である。
Public opinion obliged him to retire.	世論のため彼は引退を余儀なくされた。
A sparrow is very alert in its movements.	雀は動作が非常にすばしこい。
A few passengers went on board the plane.	数人の乗客が飛行機に乗った。
I went to sleep during the math lesson.	数学の授業中に私は居眠りをした。
Reflections could be seen in the puddles.	水たまりに映った影が見えた。
His relatives began to keep away from him.	親類も足が遠のきはじめた。
Thank you for your kind hospitality.	親切なおもてなしありがとうございます。
Please fax me the application form.	申込書をファックスで送ってくれませんか。
The woodland was parceled into farms.	森林地はいくつかの農場に分けられた。
We went through the woods and came to a lake.	森を抜けて湖に出た。
There stands a cottage close to the forest.	森の近くに一軒家がある。
Reject all its lies and vulgarity.	新聞のさまざまな虚偽や卑俗さにも関わらず。
What is the address of the new bookshop?	新しい書店の住所はどこですか。
How many new sites were uncovered?	新しい遺跡で未発掘はいくつだったのですか。
I had the gardener plant some trees.	植木屋さんに木を何本か植えてもらった。
The crew is now opening the hatch.	乗務員がただいま出入り口を開けております。
The passengers all went aboard the ship.	乗客はみんな、船に乗り込んだ。
Loan on deeds needed the joint surety.	証書貸付は連帯保証人が必要でした。
The firemen protect us from fires.	消防士たちが私達を火事からまもってくれる。
Parcels are handled at the next window.	小包は隣の窓口で取り扱っている。
The actress tore up her contract angrily.	女優は怒って契約を破棄した。
Woman as she was, she fought bravely.	女性であったが、彼女は勇敢に戦った。
I'll come when I have done my homework.	宿題をすませてしまったら行くよ。
That's par for the course with teenagers.	十代の子供だったら普通だよ。
Admission is free for preschool children.	就学前の子供は入場無料です。
The prime minister's answer was equivocal.	首相の答弁は玉虫色だった。
They waved good-bye with their hands.	彼らは手をふって別れの挨拶を告げた。
The young couple went to Kyoto for fun.	若い二人は京都に遊びに出かけた。
In his younger days he worked very hard.	若い頃彼はとても熱心に働いた。
The fact is that the rumor is groundless.	実はそのうわさは根拠がない。
She did not let failure discourage her.	失敗しても彼女は落胆しなかった。
It's fun to take a trip in an automobile.	自動車で旅行するのは楽しい。
I was impatient for the game to start.	試合が始まるのが待ちきれなかった。
We must get down to our homework.	私達は本気で宿題にとりくまなくてはならない。
We provided food and clothes for them.	私達は彼らに食べ物と衣服を与えた。
We must allow for his poor health.	私達は彼の不健康を考慮しなければならない。
We persuaded him to change his mind.	私達は彼が決心を変えるように説得した。
We have supplied the villagers with food.	私達は村人に食物を供給した。
We cannot live without air and water.	私達は空気と水なしには生きられない。
We enjoyed watching a circus parade.	私達はサーカスの行進を見て楽しかった。
We were involved in a petty argument.	私達はくだらない議論に巻き込まれた。
Our train reached Rome after dark.	私達の列車は日が暮れてからローマに着いた。
Would you like to play soccer with us?	私達と一緒にサッカーをしませんか。
I had my hair cut at a barber's shop.	私は理髪店で髪の毛を切ってもらった。
I went to the hospital to see my mother.	私は母の見舞いに病院へ行った。
I sincerely hope for their happiness.	私は彼らの幸福を心から願っています。
I saw his car make a turn to the right.	私は彼の車が右へ曲がるのを見た。
I couldn't put up with his rudeness.	私は彼の失礼な態度に我慢できなかった。
I was discouraged to hear of his death.	私は彼の死を聞いてがっかりした。
I mused on the meaning of his painting.	私は彼の絵の意味をじっと考えた。
His music made a deep impression on me.	私は彼の音楽に深い感銘を受けた。
I called him a coward to his face.	私は彼に面と向かって臆病者といってやった。
I do not want him to be careless.	私は彼に不注意であってもらいたくありません。
I went the whole way with my teacher.	私は途中ずっと先生といっしょだった。
I saw somebody steal the merchandise.	誰かがその商品を盗むのを見たんです。
