Birds fly.	鳥は飛ぶ。
The point is that they are hungry.	要するに彼らは腹が減っているのだ。
The prediction was for more snow.	予報はさらに降雪があると伝えていた。
The post office is half a mile away.	郵便局は半マイル向こうにある。
None but the brave deserve our respect.	勇者のみが尊敬に値する。
It is a shame not to keep your promise.	約束を守らないのは恥だ。
You should visit him by appointment.	約束してから彼を訪問すべきだ。
I was caught in a shower on the way.	途中でにわか雨にあったんだよ。
I was quick tempered when I was young.	僕は若い頃は気短かだった。
I am badly in need of your help.	僕は、何としても君の助けが必要なんだ。
We go out together every weekend.	僕たちは週末のたびにデートをします。
Mother is anxious for my happiness.	母は私の幸福を願ってくれている。
The wall was made of rough stones.	壁はざらざらとした石で出来ていた。
Rice is the chief crop in this area.	米はこの地方の主な農作物です。
The soldiers are ready for battle.	兵士たちは戦いの準備が出来ている。
My father will travel abroad next year.	父は来年海外旅行をする。
Father set the alarm for six o'clock.	父は目覚しを６時にあわせた。
Father is anxious about my health.	父は私の健康のことを心配している。
My father left me a large fortune.	父は私に多額の財産を残してくれた。
My father caught three fish yesterday.	父は昨日魚を三匹捕まえた。
My father has just returned from abroad.	父は帰国したばかりだ。
Their friendship moved us deeply.	彼等の友情が私たちを深く感動させた。
It's no use trying to persuade her.	彼女を説得しようとしても無駄だ。
She belongs to the Democratic Party.	彼女は民主党に所属しています。
She was anxious to please her mother.	彼女は母親を喜ばせたかった。
She has a large fortune to herself.	彼女は莫大な財産を独占している。
She excused herself for coming late.	彼女は遅れてきた言い訳をした。
She had a high government appointment.	彼女は政府の高官になった。
She put new soil in the flower pot.	彼女は植木鉢に新しい土を入れた。
She's having an affair with her boss.	彼女は上役と浮気をしている。
She is employed in a trading company.	彼女は商事会社に勤めている。
She informed me of her decision.	彼女は私に自分の決意を知らせてくれた。
She gave me a charming smile.	彼女は私にすてきな微笑みを投げかけてくれた。
She put up the new curtains today.	彼女は今日新しいカーテンをつけた。
She earns her living by teaching.	彼女は教えることで生計を立てている。
She gave me a bag made of leather.	彼女は革製のハンドバッグをくれた。
She took a strong hold on the rope.	彼女はロープをしっかりと握った。
She made a mess of the work.	彼女はへまをしてその仕事をだめにしてしまった。
She's making money hand over fist.	彼女はどんどんお金をもうけている。
She asked him to adjust the TV set.	彼女はテレビの調節を彼に頼んだ。
She was beginning to get desperate.	彼女はだんだん、捨て鉢になった。
She has plenty of work to do.	彼女はたくさんしなければならない仕事がある。
She acquired credit with in the town.	彼女はその町での信望を得た。
She got scratches in the accident.	彼女はその事故でかすり傷を負った。
She gave a big pull on the rope.	彼女はそのロープをぐいっと引っ張った。
She always wears too much scent.	彼女はいつも香水のにおいがきつすぎる。
She fainted but soon came to.	彼女は、気絶したが、すぐに意識を取り戻した。
They became anxious at her delay.	彼女の到着が遅いのに彼らは心配した。
We associate her face with a rose.	彼女の顔を見るとバラが連想される。
Her mother always accompanies her.	彼女にはいつも母親が同伴している。
She will cope with all the work.	彼女なら仕事をすべて上手くやるだろう。
She accompanied me to the hospital.	彼女が病院までついて来てくれた。
That she behaves this way is odd.	彼女がこんな風に振る舞うとは奇妙だ。
It is no use trying to persuade him.	彼を説得しようとしても無駄だ。
I don't see any point in persuading him.	彼を説得しても無駄だ。
They sought to prove her guilt.	彼らは彼女の有罪を立証しようとしている。
They painted the window frames yellow.	彼らは窓枠を黄色く塗った。
They invited us around for a meal.	彼らは私たちを食事に招いてくれた。
They expect some cooperation of you.	彼らは君に協力を期待している。
They had to endure a hard life.	彼らは苦しい生活に耐えねばならなかった。
They got thoroughly wet in the rain.	彼らは雨でびしょぬれになった。
They are anxious for your help.	彼らはみんな君の援助を切望していますよ。
They all longed for the holidays.	彼らはみんなその休憩を待ち焦がれた。
They attained their purpose at last.	彼らはとうとう目的を達成した。
They were badly off at that time.	彼らはそのころ暮らし向きが悪かった。
They offered the guests some coffee.	彼らはお客にコーヒーを出した。
They finished eighty miles' journey.	彼らは８０マイルの旅を終えた。
Their flight was discovered yesterday.	彼らの逃走は昨日わかった。
He was brave enough to go there alone.	彼は勇敢にもそこへ行った。
He was beside himself with grief.	彼は悲しみで気も狂わんばかりだった。
He was curious to know her secret.	彼は彼女の秘密を知りたがっていた。
He'll cope with difficult problems.	彼は難問をうまく処理するだろう。
He is in a fair way to being elected.	彼は当選の見込みが十分ある。
He could not do so for shame.	彼は恥ずかしくてそうすることができなかった。
He is free and open with everybody.	彼は誰に対してもあけっぴろげだ。
He came in spite of the heavy snow.	彼は大雪にもかかわらず来ました。
He had to undergo many trials.	彼は多くの試練に耐えなければならなかった。
He was brought up by her grandmother.	彼は祖母によって育てられた。
He fought against racial discrimination.	彼は人種差別と戦った。
He committed suicide by hanging himself.	彼は首吊り自殺をした。
He doesn't live in my neighborhood.	彼は私の近所には住んでいません。
He gave me an outline of the affair.	彼は私に事件の概要を説明した。
He said that money was lent to me.	彼は私に金を貸してくれるといった。
He advanced me a week's wages.	彼は私に１週間分の賃金を前払いしてくれた。
I insist that he should go with us.	彼は私たちと一緒にいくべきです。
He isn't worthy to take the lead.	彼は指導者たるにふさわしくない人だ。
It happened that he found the treasure.	彼は偶然宝物を見つけた。
He has plenty of money in the bank.	彼は銀行にたくさんのお金がある。
He lost a fortune in the stock market.	彼は株式市場で大損をした。
He urged us to obey the rule.	彼は我々にそのルールを守るように強く命じた。
He enjoys exploring remote areas.	彼は遠隔地を旅するのを楽しんでいる。
He carried a bag full of apples.	彼はリンゴを詰め込んだ袋を持っていた。
He conducted a tour through Europe.	彼はヨーロッパ旅行の案内をする。
He likes green in a lighter shade.	彼はもっと薄い緑色が好きなのです。
He makes everybody feel at ease.	彼はみんなの気持ちを楽にしてくれます。
He came all the way from abroad.	彼ははるばる海の向こうからやって来た。
He painted the door green all over.	彼はドア一面緑色で塗りたくった。
He wrote a letter with great facility.	彼はたやすく手紙を書いた。
He tried to take hold of the sheep.	彼はその羊をつかまえようとした。
He objects whenever he wants to.	彼はそうしたいときはいつでも反対する。
He stared at her hand for a moment.	彼はしばし、彼女の手を見つめた。
He is eager to get on in the world.	彼はしきりに出世したがっている。
He is anxious to know the result.	彼はしきりに結果を知りたがっている。
He has no connection with this affair.	彼はこの事件とは関係ない。
He came out from behind the curtain.	彼はカーテンの陰からでてきた。
He succeeded in solving the question.	彼はうまくその問題が解けた。
He smokes a pack of cigarettes a day.	彼は１日にタバコ１箱を吸う。
I calculate he will be late coming home.	彼の帰りは遅いと思う。
Please pour him a glass of beer.	彼にビールを一杯注いであげてください。
I wish I were as handsome as he.	彼ぐらいハンサムだったらいいのになあ。
It's unusual for him to get up early.	彼が早起きするなんて珍しい。
Japan is at peace with her neighbors.	日本はその隣国と平和である。
Working to excess will do you harm.	働きすぎると体によくないだろう。
My efforts have brought me good luck.	努力が私に幸運をもたらした。
The weather is a shade better today.	天気は今日の方が少しはましだ。
There's a big fly on the ceiling.	天井には大きなはえがとまっています。
My brother's room is always a mess.	弟の部屋はいつも雑然としている。
Are there many flowers in the garden?	庭には多くの花がありますか。
We prepared ourselves for the crash.	墜落に向けて用意は整えられた。
The birds flew away in all directions.	鳥は四方八方に飛び立った。
May I take a shower in the morning?	朝シャワーを使ってもいいですか。
The governor appeared on TV in person.	知事自らテレビに出演した。
If you are a man, behave as such.	男であるならそのように振舞いなさい。
Does somebody here own this watch?	誰かこの時計の持ち主はいませんか。
I felt an impulse to cry out loud.	大声でしゃべりたい衝動にかられた。
The sun emerged from behind the clouds.	太陽が雲の陰から現れた。
Many soldiers died a hero's death.	多くの兵士達が英雄的な戦死をした。
I thank you on behalf of my son.	息子に成り代わってお礼を申し上げます。
Do you sell advance tickets here?	前売り券をここで取り扱っていますか。
The alternatives are liberty and death.	選ぶべき道は自由か死だ。
The ship will arrive by five o'clock.	船は五時までには着くだろう。
There are a lot of factories in Kawasaki.	川崎には工場が多い。
Did you inform your teacher of this?	先生にこの事は知らせましたか。
I had him paint the gate last week.	先週私は彼に門を塗ってもらった。
The tickets were sold out in a moment.	切符はたちまち売り切れた。
The oil is discharged at Tokyo port.	石油は東京港で荷降ろしされる。
There are bright prospects of success.	成功は明るい見通しがある。
Nobody in the world wants war.	世界のだれひとりとして戦争を望んでいない。
The people were rescued all but one.	人々は一人以外は皆救助された。
The birds are flying near the people.	人々の近くで鳥が飛んでいる。
Garvey speaks up for racial pride.	人種的な誇りを強調するガーヴェイ。
She is regardless of her appearance.	身なりなんか気にしていません。
The new museum is worth visiting.	新しい博物館は行ってみる価値がある。
Directly the bell rang, we got up.	鐘が鳴るとすぐ我々は起き上がった。
It's great that you got the promotion.	昇進されてよかったですね。
If you invited him, he might come.	招待すれば彼は来るかもしれません。
Please pick up the pen from the floor.	床からペンを拾って下さい。
The boy captured the bird with a net.	少年はその鳥を網で捕まえた。
A short walk brought me to the museum.	少し歩くと博物館に着いた。
A new school of fiction has grown up.	小説の新しい一派が起こった。
The hot sun made the flowers hang down.	暑さのために花は萎れた。
Never spend in excess of your income.	収入を超過して支出をするな。
She screamed when she saw a snake.	蛇をみたとき、彼女は悲鳴をあげた。
Time is the most precious thing of all.	時間は最も貴重なものだ。
We ran for the glory of the school.	私達は学校の名誉のために走った。
We must treasure nature more.	私達はもっと自然を大切にしなければならない。
Nobody has heard of it but me.	私以外それについて聞いたものは誰もいない。
I read a book of adventure stories.	私は冒険談についての本を読んだ。
I got these old coins from her.	私は彼女にこれらの古いコインをもらった。
I thanked him for lending me a book.	私は彼に本を借りた礼を言った。
I am not going anywhere on Sunday.	私は日曜日にはどこへも行きません。
I will go regardless of the weather.	私は天気に関係なく行くだろう。
I gave notice at work yesterday.	私は退職するつもりだときのう申し出た。
I object to my son studying abroad.	私は息子が留学することに反対だ。
I visit my grandmother twice a week.	私は週に２回祖母に会いに行く。
I've got to earn my own living.	私は自分の生活費を稼がなくてはならない。
I burst out laughing in spite of myself.	私は思わず吹き出した。
I missed the last bus yesterday.	私は昨日最終バスに乗り遅れてしまった。
I owe what I am today to my uncle.	私が今日あるのはおじのお蔭である。
I have ten more pens than you.	私は君より１０本たくさんペンを持っている。
I remember last summer's adventure.	私は去年の夏の冒険を覚えている。
It was very lucky for me that I saw him.	私は運良く彼に会えた。
I was cured of my drinking habit.	私は飲酒の習慣を治してもらいました。
I like oranges better than apples.	私はリンゴよりオレンジが好きです。
I would play tricks on my brother.	私はよく兄にいたずらをしたものだ。
Am I handsome or not?	私はハンサムなのだろうか、それとも、そうではないのだろうか。
I like butter better than cheese.	私はチーズよりバターの方が好きです。
I want to excuse myself from the work.	私はその仕事を辞退したい。
I trained the dog to do tricks.	私はその犬を芸当ができるように訓練した。
I confessed to stealing the money.	私はそのお金を盗んだ事を白状した。
I've deposited the money in the bank.	私はそのお金を銀行に預けた。
I was given this watch by my uncle.	私はこの時計をおじからもらった。
I like classical music very much.	私はクラシック音楽がとても好きです。
I spoke to my uncle on the telephone.	私はおじさんと電話で話した。
A friend of mine is studying abroad.	私の友人の一人は留学している。
My favorite music is pop music.	私の大好きな音楽はポップミュージックだ。
My success was largely due to luck.	私の成功はもっぱら幸運の賜物だ。
The train I was on gathered speed.	私の乗った電車はスピードをあげた。
My brother doesn't go in for sports.	私の兄はスポーツはやりません。
My cousin is a little older than I.	私のいとこは私より少し年上です。
Ring the bell when you want me.	私に用があるときはベルを鳴らして下さい。
Could you spare me a little time?	私に少し時間を割いて下さいませんか。
We get on well with our neighbors.	私たちは隣近所とは仲良くしている。
We live in a democratic society.	私たちは民主主義の社会に住んでいます。
It was yesterday that I met her.	私が彼女に会ったのは昨日のことでした。
They drove a tunnel through the hill.	山を通してトンネルを通した。
A stranger phoned me yesterday.	昨日知らない人が、私に電話をかけてきた。
There was no wind at all yesterday.	昨日は全く風がありませんでした。
It has been raining since yesterday.	昨日からずっと雨がふっている。
I saw Shinichi in Kakogawa yesterday.	昨日、加古川で真一に会った。
The next holiday falls on a Sunday.	今度の祭日は日曜日と重なります。
A lot of people came to the lecture.	講演には多数の出席者があった。
One man's medicine is another man's poison.	甲の薬は乙の毒。
Many men were hired at the factory.	工場には多くの人が雇われていた。
He is the bravest soldier that ever lived.	古今無双の勇士だ。
The moon emerged from behind the cloud.	月が雲のかげから現れた。
A wedding is a significant ceremony.	結婚式は、意義深い儀式である。
In the end, he wasn't able to succeed.	結局彼は成功できなかった。
You aren't afraid of ghosts, are you?	君は幽霊が怖くないのですか。
You are the next in line for promotion.	君は次の昇任予定者です。
You are old enough to behave yourself.	君は行儀よくする年頃です。
Your advice is always helpful to me.	君の助言はいつも私の役に立つ。
I have been anxious about your health.	君の健康が気になっている。
I'm sorry to upset your plans.	君の計画を台無しにしてすまなく思ってます。
I will forgive him out of consideration.	君に免じて彼を許そう。
It's a pity that you couldn't come.	君がこられなかったことは残念だ。
Please deposit the money in a bank.	銀行にそのお金を預けてください。
My neighbors provided food for me.	近所の人達が、私に食べ物をくれた。
Cows provide us with good milk.	牛は私たちにおいしい牛乳を与えてくれる。
The holidays ended all too soon.	休暇はあっという間に終わってしまった。
How many pens are there on the desk?	机の上にあるペンは何本ですか。
I put on a cap when I go to school.	学校に行くときは帽子を被ります。
Everybody came to the class on time.	皆は、時間通りにクラスにきた。
We are firmly confident of victory.	我々は勝利をかたく確信している。
We have a lot of sympathies in common.	我々は共鳴する点がおおい。
We had to obey the foreign law.	我々は外国の法律に従わねばならなかった。
We have a rich historical heritage.	我々には豊かな歴史的遺産がある。
The flower shop is opposite the park.	花屋は公園の反対側にもある。
They lent their house for the summer.	夏の間彼らは家を人に貸した。
Thousands of people gathered there.	何千人もの人々がそこに集まった。
Nothing is as precious as friendship.	何事も友情ほど大切ではない。
Nothing ventured, nothing gained.	何も賭けなければ、何ももうからない。
Are you taking any medicine regularly?	何か薬を常用していますか。
Please help yourself to the cake.	遠慮なくケーキを召し上がって下さい。
May I see your driver's license, sir?	運転免許証を見せてください。
Speak of angels and you hear their wings.	噂をすれば影がさす。
Please forgive me for telling a lie.	嘘をついたことを許して下さい。
Let's get you fixed up with a drink.	飲み物でも作ってあげましょう。
How much is the most expensive car?	一番高い車はいくらぐらいですか。
An apple a day keeps the doctor away.	一日一個の林檎で医者いらず。
Somebody called my name in the dark.	暗闇で誰かが私の名前を呼んだ。
A red light was glowing in the dark.	暗闇で赤いライトが光っていた。
We are anxious for your help.	わたしたちは、あなたの援助を切望しています。
Long skirts are out of fashion now.	ロングスカートは流行ってないよ。
An apple a day keeps the doctor away.	りんご一日一個で医者知らず。
Some apples fell down from the tree.	りんごがいくつか木から落ちた。
You must gather further information.	もっと情報を集めねばならない。
May I have another piece of cake?	もう一つケーキを食べてもいいですか。
Mary is a girl full of sentiment.	メアリーは気持ちのやさしい女の子だ。
Meg attends many school affairs.	メグは学校のいろいろな行事に参加する。
Mary took out the eggs one by one.	メアリーは卵を一つずつ取り出した。
Milton is one of the classic writers.	ミルトンは一流作家の人です。
We will have a music contest soon.	まもなく音楽コンクールがあります。
Did you reserve a room at the hotel?	ホテルの部屋を予約しましたか。
Is there a flower shop in the hotel?	ホテルの中に花屋がありますか。
There wasn't much sugar in the pot.	ポットにはあまり砂糖がなかった。
We were ten miles short of Boston.	ボストンにはまだ１０マイルあった。
Portia tempered justice with mercy.	ポーシャは正義を慈悲で和らげた。
There is no cure for the common cold.	ふつうのかぜに治療法はない。
Could I have a plastic bag for those?	ビニール袋にいれてください。
Could I have another glass of beer?	ビールをもう一杯いただけますか。
You must buy a ticket to get on the bus.	バスには切符が必要だ。
The rainshower made the dust settle.	にわか雨でほこりがおさまった。
I would like the least expensive one.	なるべく安いほうがいいです。
Why are you so bitter against her?	なぜ彼女にそんなにつらく当るのだ。
Please help yourself to the cake.	どうぞ遠慮無くケーキをお取り下さい。
You can invite any person you like.	だれでも好きな人を招いていいよ。
Not everybody succeeds in life.	だれでもみな人生で成功するわけではない。
The cattle are marked with brands.	それらの牛には焼き印がついている。
It is essentially a question of time.	それは本質的に時間の問題だ。
It came out in yesterday's Sankei.	それは昨日の産経新聞に掲載された。
It was a very traditional ceremony.	それはとても伝統的な儀式だった。
He was absent on the particular day.	その日に限って彼は欠席だった。
The cave did for our hiding place.	その洞窟が私たちの隠れ家になった。
The man shot three birds with a gun.	その男は銃で３羽の鳥を撃った。
I can't tell one twin from the other.	その双子は見分けられないな。
The ticket holds good for three days.	その切符は３日間有効である。
Six were invited, including the boy.	その少年を入れて六人招かれた。
Nobody was to blame for the accident.	その事故は誰のせいでもない。
The magazine does nothing for me.	その雑誌はおもしろくもなんともない。
Maintaining that tie is important.	その結び目を守るのは重要なことだ。
The money was divided among the three.	その金は三人で分けられた。
The engineer thought of a new model.	その技術者は新型を思いついた。
The picture was painted by Picasso.	その絵はピカソによってかかれた。
The cost of the painting is very high.	その絵の値段はとても高い。
The song is well known to everybody.	その歌は皆によく知られている。
The doctor cured her of her disease.	その医者は彼女の病気を治した。
What places does that tour visit?	そのコースは、どこをまわるのですか。
Don't cut the cake with a knife.	そのケーキはナイフで切ってはいけない。
I regret that I wasted the money.	そのお金を浪費した事を後悔している。
Excuse me, but can you help me?	すみませんが、手伝っていただけませんか。
Everybody must be subject to law.	すべての人は法律に従わねばならない。
Nobody ever wants to be without money.	すべての人が金を欲しがる。
I have been occupied in reading books.	ずっと読書に没頭していた。
Excuse me, is this seat taken?	すいませんが、この席はふさがっていますか。
John stretched out on the couch.	ジョンは長いすに長々と寝そべっていた。
John and I have patched up our troubles.	ジョンとは仲直りした。
George is captain of our team.	ジョージは私たちのチームのキャプテンです。
Your friendship means much to me.	ご友情は私にはたいそう尊いものです。
Which is cheaper, this or that?	これとあれとでは、どちらが安いんですか。
This medicine cured me of my cold.	この薬のおかげで私の風邪が治った。
This book is divided into four parts.	この本は四部に分かれている。
This book is selling well these days.	この本は最近よく売れている。
Apples are produced in this district.	この辺はりんごの生産地です。
How do you interpret these sentences?	この文章をどう解釈しますか。
This land belongs to the Royal Family.	この土地は王室のものです。
Smoking is forbidden in this area.	この場所での喫煙は禁じられている。
Tails are absent in this type of cat.	この種の猫にはしっぽがない。
Something has happened to this clock.	この時計はどうかしたようだ。
This is the time he normally arrives.	この時間にいつも彼はきます。
There are many birds in this park.	この公園にはたくさんの鳥がいます。
This drama will be on the air tomorrow.	この劇はあす放送される。
This office is divided up into camps.	この会社には派閥があります。
Please help yourself to these cakes.	この菓子を自由にお取り下さい。
Do you know the name of this flower?	この花の名前を知っていますか。
This plan is acceptable to all.	このプランはみんなに満足がいくものです。
Please reserve this table for us.	このテーブルをとっておいてください。
Divide this cake among you three.	このケーキを君たち三人で分けなさい。
Is this ticket good for this bus?	このキップはこのバスでつかえますか。
Kate absented herself from the meeting.	ケイトは会合を欠席した。
Grand Central Station, please.	グランド・セントラル駅までやってください。
I like to listen to classical music.	クラシックを聴くのが好きです。
I missed the last bus yesterday.	きのうは最終バスに乗り遅れてしまった。
It was kind of you to invite us.	お招き下さってありがとうございました。
Add salt and pepper to taste.	お好みに応じて塩とこしょうを加えてください。
When did you graduate from Oxford?	オックスフォードをいつ卒業したか。
I always have an uncomfortable feeling.	いつも不愉快な気分です。
Come to my house whenever you like.	いつでも好きな時に家に来なさい。
The joints of the chair were loose.	いすの継ぎ目はぐらぐらしていた。
One day she met a wolf in the woods.	ある日彼女は森で狼に出会った。
You were at home yesterday, weren't you?	昨日家にいましたよね？
Have you been busy since yesterday?	あなたは昨日から忙しいのですか。
I am grateful to you for your help.	あなたのご援助に感謝しています。
Is your new car behaving well?	あなたの新しい車は調子よく動いていますか。
Your conduct allows of no excuse.	あなたの行為は全く弁解の余地がない。
You can't buy it anywhere but there.	あそこでしかそれは買えません。
He called me a stupid boy.	あいつが僕のことを「ばかなやつ」っていったんだよ。
I'll be back by seven or eight o'clock.	７時か８時には帰ります。
I think you'd better go on a diet.	君は食事を減らした方がいいと思う。
The darkest hour is just before the dawn.	夜明け前が一番暗い。
She gave an oral report to her boss.	彼女は上司に口頭で報告をした。
I'm not as stupid as you think I am.	君が思うほど僕はばかじゃない。
The father has a permanent disability.	父親が一定の障害の状態に有る
Anyway, it has a wider variety of items.	とにかく商品の種類が多い
He looks for a part-time job nearby.	彼が周辺エリアのアルバイトを探す
We have gathered the constructed pieces.	施工後の作品を集めました
I was already in at the end of my rope.	すでに体が悲鳴を上げている
They've been going through a tough time.	我慢の時期が続いています
Stare at yourself in a large mirror.	大きな鏡で自分をしっかり見詰める
This one is also lightly seasoned.	こちらもあっさり味に仕上がっています
There are eighty thousand items here.	ここには８万ものアイテムが揃う
All of the opponents object to X.	Xには反対者のすべてが異議を唱えている
C is formed by reacting A with B.	AとBを反応させるとCが生成されます。
Grandfather has caught a cold.	お祖父さまはお風邪を召していらっしゃいます。
My internet connection was cut off.	インターネットの接続が遮断された。
You can't teach an old dog new tricks.	老犬に新しい芸は仕込めない。
I'd like to join a night bus tour.	夜のバスツアーに参加したいのですが。
I'll set the alarm for seven o'clock.	目覚ましを７時にセットしよう。
The alarm clock is ten minutes fast.	目覚し時計は１０分進んでいます。
When she awoke, the family was there.	目を覚ますと、家族が来ていた。
A wooden building can easily catch fire.	木造家屋は簡単に燃える。
There are some oranges on the tree.	木にオレンジがいくつかなっている。
Please bring back the tape tomorrow.	明日そのテープを返してください。
It is hard to maintain one's reputation.	名声を保つことは難しい。
My mother is making my father a cake.	母は父にケーキを作っています。
The soldiers advanced toward the town.	兵士は町へ向かって前進した。
Nobody had ever heard of it.	それについて聞いたことがある人は誰もいなかった。
Dad goes fishing whenever he's free.	父は暇さえあれば釣りに行きます。
My father urged me to go with him.	父はついてくるように私をせきたてた。
I helped my father water the flowers.	父が花に水をやるのを手伝った。
I'll accompany you to the hospital.	病院へあなたと一緒に行きましょう。
There are plenty of bridges in Himeji.	姫路にはたくさんの橋がある。
Be sure to come to me by five o'clock.	必ず５時までに来てください。
The plane dropped bombs on the city.	飛行機はその町に爆弾を落とした。
They invited me to play cards.	彼等はトランプをしないかと私を誘ってくれた。
She imposes on her friends too often.	彼女は友達に無理を言いすぎる。
She was absent from school with a cold.	彼女は風邪で学校を休んだ。
She attempted to persuade her father.	彼女は父親を説得しようとした。
Her grief was too acute for tears.	彼女は悲しさのあまり涙も出なかった。
She was out of temper with her brother.	彼女は弟に腹を立てていた。
She used to visit me regularly.	彼女は定期的に私をたずねてきたものだった。
She has undertaken too much work.	彼女は多くの仕事を引き受けすぎている。
She resembles her sister in character.	彼女は性格が姉に似ています。
She had the boys paint the house.	彼女は少年たちに家にペンキを塗らせた。
She advocated equal rights for women.	彼女は女性差別撤廃を主張した。
She was fully guaranteed her liberty.	彼女は自由を完全に保障された。
She declared that she was not guilty.	彼女は自分は無実だと断言した。
She shared her piece of cake with me.	彼女は私とケーキを分け合った。
She had her hat blown off yesterday.	彼女は昨日帽子を吹き飛ばされた。
She is now an utter stranger to me.	彼女は今では私には全くの他人です。
She acquired the knowledge of English.	彼女は英語の知識を習得した。
She is not only gentle but brave.	彼女はやさしいだけでなく勇敢でもある。
She had only a small fortune.	彼女はほんのわずかな資産しか持っていなかった。
She is a treasure to my office.	彼女はぼくの事務所になくてはならない人だ。
She is anxious to visit Europe.	彼女はとてもヨーロッパへ行きたがっている。
She spread a cloth over the table.	彼女はテーブルの上にクロスを広げた。
She divided the cake into five pieces.	彼女はケーキを五つに分けた。
The tears began to gather in her eyes.	彼女の目に涙がたまってきた。
Her voice is pleasant to listen to.	彼女の声は聞いていて気持ちがいい。
You're taking advantage of her weakness.	彼女の弱みに付け込んで。
Her broken leg has not healed yet.	彼女の骨折した足はまだ治っていない。
I attended the meeting on her behalf.	彼女に代ってその会に出席した。
They made him captain of the team.	彼らは彼をチームのキャプテンにした。
They were scattered in all directions.	彼らは四方八方に散らばった。
They commanded a majority in the Diet.	彼らは国会で過半数を制した。
He caught them stealing apples.	彼らはリンゴを盗んでいるところを捕まった。
They all longed for the holidays.	彼らはみんなにその休暇を待ちこがれた。
They should arrive by ten o'clock.	彼らは１０時までには到着するはずだ。
They all longed for the holidays.	彼らは、みんなその休暇を待ち焦がれた。
He hasn't studied abroad for nothing.	彼は留学しただけのことはある。
He paused to look at the poster.	彼は立ち止まってポスターをのぞき込んだ。
He is accounted guilty of the crime.	彼は有罪であると考えられている。
He looked back at me and grinned.	彼は僕の方を振り向くとニヤリと笑った。
He emphasized the importance of peace.	彼は平和の大切さを強調した。
He took full advantage of the wrapper.	彼は風呂敷を十分に活用した。
He let me know it by telephone.	彼は電話で私にその事を私に知らせてくれた。
He soon recovered from the shock.	彼は直ぐにそのショックから立ち直った。
He did it simply out of curiosity.	彼は単に好奇心からそれをしただけだ。
He made notes of the teacher's lecture.	彼は先生の講義をメモった。
He spared no effort for success.	彼は成功のためには努力を惜しまなかった。
He invited us to get in the car.	彼は車に乗るよう私たちをさそってくれた。
He thought himself to be somebody.	彼は自分が一角の人物であると思った。
He stared me straight in the face.	彼は私の顔をまともにじっと見つめた。
He's been delicate since he was a boy.	彼は子供の頃から繊細だった。
He has been unconscious for three days.	彼は三日間無意識の状態だ。
He is better today than yesterday.	彼は昨日より今日のほうが具合がよい。
He was really off the wall yesterday.	彼は昨日はふつうじゃなかった。
He cut himself with a knife yesterday.	彼は昨日ナイフでけがをした。
He never appears before nine o'clock.	彼は決して９時前には現れない。
He is possessed by an unusual idea.	彼は奇妙な考えに取り付かれている。
He was brave in the face of danger.	彼は危険に直面しても勇気があった。
He tends to do everything to excess.	彼は何でもやりすぎる傾向がある。
He proposed to send for the doctor.	彼は医者を呼びにやろうと提案した。
He soon recovered from the illness.	彼はまもなくその病気から回復した。
He doesn't altogether trust me.	彼はまったく私を信用しているわけではない。
Isn't that him sitting on a bench?	彼はベンチに腰を下ろしていませんか。
He could manage a week's holiday.	彼はなんとか１週間の休暇を手に入れた。
He was elected captain of the team.	彼はチームのキャプテンに選ばれた。
He believed the merchant entirely.	彼はその商人を完全に信じていました。
He was good and mad by that time.	彼はその時までにすっかり頭にきていた。
He expressed regret over the affair.	彼はその事件に遺憾の意を表した。
He rescued the child from the fire.	彼はその子供を火事から救い出した。
He remained abroad ever since then.	彼はその後ずっと外国に残っていた。
He rendered the passage into English.	彼はその一節を英語に翻訳した。
He is eager to go to the hospital.	彼はしきりに病院へ行きたがっている。
He is the boy who painted this picture.	彼はこの絵を書いた少年だ。
He is anxious to go to America.	彼はアメリカへ行きたくてしかたがなかった。
He knows how to behave in public.	彼は、人前でどう振舞うかを知っている。
He made remarkable progress in English.	彼の英語は著しく上達した。
He had plenty of fight left in him.	彼にはまだ多くの闘志が残っていた。
There's something unusual about him.	彼にはどこか、変わった所がある。
I, as well as he, am not convinced.	彼と同じように私も納得していない。
He was brilliant in the morning sun.	彼が朝日を受けて光り輝いていた。
What he said yesterday is not true.	彼が昨日言ったことは本当ではない。
I am convinced that he is innocent.	彼が潔白であることを確信している。
He said he would keep from chatting.	彼がおしゃべりを慎もうと言った。
Japan is in the eastern part of Asia.	日本はアジアの東部にあります。
How many slices of meat would you like?	肉は何切れにしましょうか。
As many as twenty students were absent.	二十人もの学生が欠席した。
The tower leaned slightly to the west.	塔はわずかに西へ傾いていた。
The enemy dropped bombs on the factory.	敵は工場に爆弾を落とした。
All the flowers in the garden are yellow.	庭の花はすべて黄色だ。
Let's take advantage of the long weekend.	長い週末を利用しよう。
The earth is the shape of an orange.	地球はオレンジの形をしています。
Everybody says I look like my father.	誰もが私は父親にであるという。
Who painted this beautiful picture?	誰がこの美しい絵をかいたのですか。
Large houses are expensive to live in.	大きな家はすむのに高くつく。
You had better consult the others.	他の残りの人達に相談したほうがよい。
My grandfather goes for a walk every day.	祖父は毎日散歩します。
I felt a burning sensation all over.	全身焼き尽くすような感じがした。
No two words are identical in meaning.	全く意味の等しい言葉はない。
The ship proceeded to her destination.	船は目的地に向かって進んだ。
War is destruction of human life.	戦争は人間の生命を破壊することである。
